timestamp,open,high,low,close,volume
1736899200000,158.053,158.082,158.001,158.03,2025.45
1736899500000,158.03,158.037,157.961,157.984,1895.16
1736899800000,157.985,158.02,157.973,157.975,1264.56
1736900100000,157.974,157.974,157.901,157.909,1206.99
1736900400000,157.908,157.959,157.899,157.956,1274.1
1736900700000,157.957,157.985,157.936,157.962,1099.71
1736901000000,157.961,157.961,157.894,157.911,1433.1
1736901300000,157.91,157.947,157.908,157.933,1460.64
1736901600000,157.933,157.998,157.933,157.988,1091.22
1736901900000,157.988,158.028,157.963,158.023,1353.57
1736902200000,158.023,158.057,158.007,158.013,3430.84
1736902500000,158.012,158.037,157.947,157.973,2449.25
1736902800000,157.975,158.014,157.973,157.988,1260.27
1736903100000,157.99,158.034,157.958,157.98,1303.35
1736903400000,157.983,157.993,157.912,157.912,1536.27
1736903700000,157.914,157.96,157.871,157.959,1525.8
1736904000000,157.958,157.958,157.899,157.925,1294.26
1736904300000,157.924,157.961,157.909,157.919,1496.94
1736904600000,157.919,157.953,157.866,157.884,1332.15
1736904900000,157.885,157.907,157.88,157.9,1231.02
1736905200000,157.9,157.906,157.843,157.843,1656.67
1736905500000,157.844,157.882,157.826,157.862,1677.85
1736905800000,157.862,157.909,157.851,157.896,779.07
1736906100000,157.897,157.905,157.85,157.899,983.82
1736906400000,157.898,157.92,157.886,157.9,1087.26
1736906700000,157.899,157.911,157.877,157.897,947.53
1736907000000,157.898,157.926,157.898,157.914,957.64
1736907300000,157.915,157.944,157.894,157.93,1258.47
1736907600000,157.929,157.938,157.892,157.909,388.92
1736907900000,157.907,157.916,157.894,157.913,705.75
1736908200000,157.922,157.953,157.912,157.944,910.05
1736908500000,157.944,157.952,157.908,157.928,935.07
1736908800000,157.929,157.948,157.922,157.924,877.65
1736909100000,157.923,157.971,157.922,157.942,1149.51
1736909400000,157.941,157.954,157.894,157.95,1451.13
1736909700000,157.949,157.973,157.93,157.943,1043.52
1736910000000,157.945,157.953,157.909,157.945,1589.64
1736910300000,157.946,157.946,157.853,157.885,1182.48
1736910600000,157.884,157.91,157.884,157.897,579.15
1736910900000,157.898,157.908,157.856,157.908,1026.48
1736911200000,157.908,157.908,157.869,157.893,1151.97
1736911500000,157.895,157.898,157.87,157.874,682.8
1736911800000,157.874,157.883,157.84,157.859,1179.33
1736912100000,157.858,157.912,157.855,157.899,838.79
1736912400000,157.899,157.922,157.887,157.909,937.41
1736912700000,157.909,157.925,157.904,157.921,899.91
1736913000000,157.921,157.924,157.888,157.888,910.71
1736913300000,157.888,157.893,157.86,157.886,927.15
1736913600000,157.886,157.903,157.879,157.9,756.3
1736913900000,157.901,157.92,157.9,157.902,772.83
1736914200000,157.901,157.914,157.878,157.881,1041.9
1736914500000,157.882,157.933,157.881,157.925,867.84
1736914800000,157.923,157.925,157.711,157.811,2896.66
1736915100000,157.812,157.812,157.72,157.773,1877.67
1736915400000,157.774,157.774,157.668,157.702,2158.84
1736915700000,157.702,157.732,157.683,157.696,1542.12
1736916000000,157.695,157.73,157.666,157.709,1360.89
1736916300000,157.708,157.712,157.635,157.65,1682.23
1736916600000,157.652,157.664,157.585,157.613,1691.13
1736916900000,157.613,157.666,157.602,157.603,1396.86
1736917200000,157.601,157.601,157.483,157.498,2684.0399
1736917500000,157.497,157.542,157.485,157.495,1513.83
1736917800000,157.494,157.514,157.417,157.439,1528.24
1736918100000,157.44,157.44,157.365,157.366,1878.7
1736918400000,157.366,157.436,157.33,157.332,2020.23
1736918700000,157.33,157.379,157.318,157.345,2097.42
1736919000000,157.343,157.374,157.326,157.37,2206.89
1736919300000,157.369,157.38,157.222,157.267,3042.0999
1736919600000,157.267,157.296,157.194,157.227,1995.46
1736919900000,157.225,157.325,157.203,157.323,1038.36
1736920200000,157.323,157.323,157.232,157.262,1115.39
